time,volume,complete,mid_open,mid_high,mid_low,mid_close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,local_time,session_date,clock,atr,body,range,body_fraction,median_body,opening_range_high,opening_range_low,opening_range_candles
2026-06-21 22:35:00+00:00,124,True,1.14616,1.14626,1.14614,1.14622,1.14605,1.14617,1.14601,1.14612,1.14627,1.14638,1.14624,1.14632,2026-06-21 18:35:00-04:00,2026-06-21,18:35:00,0.0003607142857143015,5.999999999994898e-05,0.00012000000000012001,0.4999999999990748,,,,
2026-06-21 22:40:00+00:00,103,True,1.14622,1.14624,1.14616,1.14622,1.14611,1.14615,1.14608,1.14613,1.14632,1.14634,1.14624,1.14631,2026-06-21 18:40:00-04:00,2026-06-21,18:40:00,0.00035571428571430045,0.0,7.999999999985796e-05,0.0,8.500000000000174e-05,,,
2026-06-21 22:45:00+00:00,158,True,1.14622,1.14626,1.14615,1.14624,1.14611,1.14618,1.14606,1.14614,1.14632,1.14636,1.14623,1.14633,2026-06-21 18:45:00-04:00,2026-06-21,18:45:00,0.0003050000000000156,1.999999999990898e-05,0.0001100000000000545,0.18181818181726428,8.500000000000174e-05,,,
2026-06-21 22:50:00+00:00,145,True,1.14624,1.14633,1.14622,1.1463,1.14615,1.14623,1.14612,1.14619,1.14633,1.14643,1.14631,1.14641,2026-06-21 18:50:00-04:00,2026-06-21,18:50:00,0.00028214285714286573,6.000000000017103e-05,0.0001100000000000545,0.54545454545583,6.499999999998174e-05,,,
2026-06-21 22:55:00+00:00,151,True,1.1463,1.14633,1.14618,1.14624,1.1462,1.14622,1.14608,1.14617,1.1464,1.14645,1.14626,1.14631,2026-06-21 18:55:00-04:00,2026-06-21,18:55:00,0.0002842857142857369,6.000000000017103e-05,0.0001500000000000945,0.4000000000008882,6.0000000000060005e-05,,,
2026-06-21 23:00:00+00:00,355,True,1.14623,1.14646,1.14623,1.14644,1.14615,1.14637,1.14615,1.14631,1.14631,1.14657,1.14631,1.14656,2026-06-21 19:00:00-04:00,2026-06-21,19:00:00,0.0002921428571428678,0.00020999999999982144,0.00022999999999995246,0.9130434782602819,6.000000000017103e-05,,,
2026-06-21 23:05:00+00:00,242,True,1.14641,1.14666,1.14636,1.1466,1.14631,1.14655,1.14627,1.14648,1.14651,1.14677,1.14645,1.14671,2026-06-21 19:05:00-04:00,2026-06-21,19:05:00,0.00027000000000000835,0.0001900000000001345,0.00029999999999996696,0.6333333333338514,6.000000000017103e-05,,,
2026-06-21 23:10:00+00:00,396,True,1.14658,1.14661,1.14636,1.14646,1.14648,1.14653,1.14626,1.14632,1.14669,1.14671,1.14646,1.14659,2026-06-21 19:10:00-04:00,2026-06-21,19:10:00,0.00022642857142856393,0.00011999999999989797,0.00024999999999986144,0.4799999999998579,8.000000000008001e-05,,,
2026-06-21 23:15:00+00:00,265,True,1.14646,1.14646,1.1462,1.14633,1.14634,1.14634,1.14608,1.14619,1.14658,1.14658,1.14633,1.14647,2026-06-21 19:15:00-04:00,2026-06-21,19:15:00,0.0002064285714285598,0.00012999999999996348,0.00025999999999992696,0.5,0.00010999999999994348,,,
2026-06-21 23:20:00+00:00,154,True,1.14632,1.14648,1.14632,1.14636,1.14617,1.1464,1.14617,1.14628,1.14647,1.14656,1.14643,1.14643,2026-06-21 19:20:00-04:00,2026-06-21,19:20:00,0.00020357142857141408,4.0000000000040004e-05,0.00015999999999993797,0.25000000000034694,0.00010999999999994348,,,
2026-06-21 23:25:00+00:00,115,True,1.14636,1.14638,1.14626,1.14633,1.14629,1.1463,1.14619,1.14625,1.14643,1.14646,1.14634,1.14641,2026-06-21 19:25:00-04:00,2026-06-21,19:25:00,0.0001892857142856855,2.999999999997449e-05,0.00011999999999989797,0.25,0.00010999999999994348,,,
2026-06-21 23:30:00+00:00,137,True,1.14634,1.14638,1.14622,1.14634,1.14625,1.1463,1.14613,1.14625,1.14642,1.14647,1.1463,1.14642,2026-06-21 19:30:00-04:00,2026-06-21,19:30:00,0.0001871428571428302,0.0,0.00015999999999993797,0.0,0.00010999999999994348,,,
